"CA","TX","WI","Total","date","event_type","snap_CA","snap_TX","snap_WI"
13308,9046,10843,33197,2014-01-09,NA,1,1,1
15094,8404,9268,32766,2014-01-10,NA,1,0,0
20084,12676,15038,47798,2014-01-11,NA,0,1,1
19062,13028,14768,46858,2014-01-12,NA,0,1,1
14826,10226,8662,33714,2014-01-13,NA,0,1,0
12483,8390,9350,30223,2014-01-14,NA,0,0,1
13118,8649,9812,31579,2014-01-15,NA,0,1,1
13275,8290,9625,31190,2014-01-16,NA,0,0,0
15801,8810,10629,35240,2014-01-17,NA,0,0,0
20056,10339,12838,43233,2014-01-18,NA,0,0,0
17807,11231,11389,40427,2014-01-19,NA,0,0,0
15452,9189,8065,32706,2014-01-20,"National",0,0,0
12793,7404,7657,27854,2014-01-21,NA,0,0,0
13228,7567,7402,28197,2014-01-22,NA,0,0,0
12047,7212,6985,26244,2014-01-23,NA,0,0,0
14269,7669,8950,30888,2014-01-24,NA,0,0,0
18248,10581,11700,40529,2014-01-25,NA,0,0,0
19371,10811,10015,40197,2014-01-26,NA,0,0,0
13512,9848,6700,30060,2014-01-27,NA,0,0,0
12167,5634,6199,24000,2014-01-28,NA,0,0,0
10941,6774,7268,24983,2014-01-29,NA,0,0,0
11714,7442,7861,27017,2014-01-30,NA,0,0,0
14942,9334,12213,36489,2014-01-31,NA,0,0,0
20480,12629,12224,45333,2014-02-01,NA,1,1,0
19300,11121,13476,43897,2014-02-02,"Sporting",1,0,1
15947,9288,12059,37294,2014-02-03,NA,1,1,1
13963,7692,8922,30577,2014-02-04,NA,1,0,0
13759,8412,9505,31676,2014-02-05,NA,1,1,1
13845,8352,10192,32389,2014-02-06,NA,1,1,1
14641,9671,9943,34255,2014-02-07,NA,1,1,0
21851,11365,13892,47108,2014-02-08,NA,1,0,1
21126,13388,13526,48040,2014-02-09,NA,1,1,1
15714,8654,8779,33147,2014-02-10,NA,1,0,0
13694,9350,10489,33533,2014-02-11,NA,0,1,1
13889,11094,11755,36738,2014-02-12,NA,0,1,1
15294,11744,10445,37483,2014-02-13,NA,0,1,0
13393,9663,10854,33910,2014-02-14,"Cultural",0,0,1
17799,12726,14440,44965,2014-02-15,NA,0,1,1
17962,12794,13076,43832,2014-02-16,NA,0,0,0
15790,11467,7300,34557,2014-02-17,"National",0,0,0
12719,8556,9435,30710,2014-02-18,NA,0,0,0
12495,8225,9691,30411,2014-02-19,NA,0,0,0
13149,8224,8330,29703,2014-02-20,NA,0,0,0
14070,9316,9940,33326,2014-02-21,NA,0,0,0
17686,10868,12934,41488,2014-02-22,NA,0,0,0
18909,13334,12184,44427,2014-02-23,NA,0,0,0
13794,9228,8775,31797,2014-02-24,NA,0,0,0
13035,8545,8145,29725,2014-02-25,NA,0,0,0
11294,7169,7888,26351,2014-02-26,NA,0,0,0
12578,8424,7888,28890,2014-02-27,NA,0,0,0
13154,9814,11230,34198,2014-02-28,NA,0,0,0
20981,12257,12258,45496,2014-03-01,NA,1,1,0
20852,12206,13719,46777,2014-03-02,NA,1,0,1
15203,10261,11737,37201,2014-03-03,NA,1,1,1
13650,7653,8763,30066,2014-03-04,NA,1,0,0
12396,9265,9617,31278,2014-03-05,"Religious",1,1,1
12840,9479,10343,32662,2014-03-06,NA,1,1,1
14643,9895,10326,34864,2014-03-07,NA,1,1,0
17971,11665,13849,43485,2014-03-08,NA,1,0,1
21869,14175,14046,50090,2014-03-09,NA,1,1,1
16430,10904,10172,37506,2014-03-10,NA,1,0,0
13918,10051,10598,34567,2014-03-11,NA,0,1,1
13981,10449,10512,34942,2014-03-12,"Religious",0,1,1
13680,10291,9113,33084,2014-03-13,NA,0,1,0
15179,10111,11656,36946,2014-03-14,NA,0,0,1
19039,12071,13598,44708,2014-03-15,NA,0,1,1
20018,13285,12073,45376,2014-03-16,"Religious",0,0,0
14273,9712,8099,32084,2014-03-17,"Cultural",0,0,0
13161,8811,8123,30095,2014-03-18,NA,0,0,0
12693,8833,7858,29384,2014-03-19,NA,0,0,0
12703,8365,7741,28809,2014-03-20,NA,0,0,0
14720,9385,9097,33202,2014-03-21,NA,0,0,0
18616,11015,11810,41441,2014-03-22,NA,0,0,0
20673,12219,11279,44171,2014-03-23,NA,0,0,0
14672,9314,7857,31843,2014-03-24,NA,0,0,0
12983,8402,7081,28466,2014-03-25,NA,0,0,0
12742,6296,7976,27014,2014-03-26,NA,0,0,0
13134,9431,7645,30210,2014-03-27,NA,0,0,0
14684,8596,9638,32918,2014-03-28,NA,0,0,0
17862,11015,12316,41193,2014-03-29,NA,0,0,0
20499,12109,10548,43156,2014-03-30,NA,0,0,0
13605,9506,7561,30672,2014-03-31,NA,0,0,0
14505,10208,8995,33708,2014-04-01,NA,1,1,0
14744,8515,10440,33699,2014-04-02,NA,1,0,1
15363,9821,11420,36604,2014-04-03,NA,1,1,1
15875,9808,10002,35685,2014-04-04,NA,1,0,0
20477,12347,13952,46776,2014-04-05,NA,1,1,1
21710,13459,13621,48790,2014-04-06,NA,1,1,1
17070,10570,8954,36594,2014-04-07,NA,1,1,0
16152,8860,10236,35248,2014-04-08,NA,1,0,1
15555,9346,10308,35209,2014-04-09,NA,1,1,1
15227,9202,8609,33038,2014-04-10,NA,1,0,0
16110,10900,11429,38439,2014-04-11,NA,0,1,1
18790,12830,14535,46155,2014-04-12,NA,0,1,1
20183,14517,11383,46083,2014-04-13,NA,0,1,0
15012,9664,11075,35751,2014-04-14,NA,0,0,1
14174,11157,11065,36396,2014-04-15,NA,0,1,1
14716,9984,9528,34228,2014-04-16,NA,0,0,0
14652,9374,9167,33193,2014-04-17,NA,0,0,0
16814,11668,10423,38905,2014-04-18,NA,0,0,0
21794,13231,12794,47819,2014-04-19,NA,0,0,0
18353,12553,8028,38934,2014-04-20,"Cultural",0,0,0
14419,9293,7914,31626,2014-04-21,NA,0,0,0
14025,9186,7467,30678,2014-04-22,"Religious",0,0,0
13630,8931,7876,30437,2014-04-23,NA,0,0,0
13940,9059,7793,30792,2014-04-24,NA,0,0,0
14391,9859,9177,33427,2014-04-25,NA,0,0,0
19037,11752,11588,42377,2014-04-26,NA,0,0,0
20454,12371,10615,43440,2014-04-27,NA,0,0,0
14501,9803,7204,31508,2014-04-28,NA,0,0,0
13390,8473,8002,29865,2014-04-29,NA,0,0,0
13130,8180,7573,28883,2014-04-30,NA,0,0,0
15529,9613,8717,33859,2014-05-01,NA,1,1,0
17526,9785,11640,38951,2014-05-02,NA,1,0,1
20320,12750,13472,46542,2014-05-03,NA,1,1,1
20749,12721,11669,45139,2014-05-04,NA,1,0,0
16144,10193,9483,35820,2014-05-05,"Cultural",1,1,1
14777,9793,9041,33611,2014-05-06,NA,1,1,1
14104,9946,8096,32146,2014-05-07,NA,1,1,0
14204,8270,9345,31819,2014-05-08,NA,1,0,1
15828,9628,10907,36363,2014-05-09,NA,1,1,1
18744,11929,12170,42843,2014-05-10,NA,1,0,0
16920,11763,9497,38180,2014-05-11,"Cultural",0,1,1
16283,10462,11177,37922,2014-05-12,NA,0,1,1
14959,9361,9524,33844,2014-05-13,NA,0,1,0
14079,8271,10467,32817,2014-05-14,NA,0,0,1
14051,9487,9984,33522,2014-05-15,NA,0,1,1
15216,9589,9784,34589,2014-05-16,NA,0,0,0
17770,10745,11504,40019,2014-05-17,NA,0,0,0
19798,12388,10834,43020,2014-05-18,NA,0,0,0
15056,9257,8001,32314,2014-05-19,NA,0,0,0
13394,8724,7808,29926,2014-05-20,NA,0,0,0
12930,8487,7666,29083,2014-05-21,NA,0,0,0
13417,8693,8276,30386,2014-05-22,NA,0,0,0
14824,9251,9350,33425,2014-05-23,NA,0,0,0
16951,11174,10261,38386,2014-05-24,NA,0,0,0
16360,10910,8695,35965,2014-05-25,NA,0,0,0
16291,9167,8001,33459,2014-05-26,"National",0,0,0
14005,7652,7255,28912,2014-05-27,NA,0,0,0
12549,8117,7443,28109,2014-05-28,NA,0,0,0
12276,8064,7349,27689,2014-05-29,NA,0,0,0
14309,9816,9615,33740,2014-05-30,NA,0,0,0
18204,11220,11268,40692,2014-05-31,NA,0,0,0
20472,13215,10915,44602,2014-06-01,NA,1,1,0
16617,10022,10673,37312,2014-06-02,NA,1,0,1
15777,10319,12261,38357,2014-06-03,NA,1,1,1
14823,9038,9038,32899,2014-06-04,NA,1,0,0
15072,10599,9984,35655,2014-06-05,"Sporting",1,1,1
15825,10304,11328,37457,2014-06-06,NA,1,1,1
19146,13562,11639,44347,2014-06-07,NA,1,1,0
19946,12848,12485,45279,2014-06-08,NA,1,0,1
17306,10082,10868,38256,2014-06-09,NA,1,1,1
15188,9221,9249,33658,2014-06-10,NA,1,0,0
14796,10173,9675,34644,2014-06-11,NA,0,1,1
14461,9957,10659,35077,2014-06-12,NA,0,1,1
16308,11609,10439,38356,2014-06-13,NA,0,1,0
19564,12989,12431,44984,2014-06-14,NA,0,0,1
17497,12908,12089,42494,2014-06-15,"Sporting",0,1,1
15312,10574,9317,35203,2014-06-16,NA,0,0,0
14678,9445,9419,33542,2014-06-17,NA,0,0,0
14835,8956,8478,32269,2014-06-18,NA,0,0,0
14750,9704,8666,33120,2014-06-19,NA,0,0,0
16980,10646,10370,37996,2014-06-20,NA,0,0,0
19216,12241,10963,42420,2014-06-21,NA,0,0,0
19882,12386,10192,42460,2014-06-22,NA,0,0,0
15294,9271,8593,33158,2014-06-23,NA,0,0,0
14323,8416,7902,30641,2014-06-24,NA,0,0,0
13219,8097,7505,28821,2014-06-25,NA,0,0,0
13530,8305,7521,29356,2014-06-26,NA,0,0,0
15378,9586,9114,34078,2014-06-27,NA,0,0,0
18671,10959,10300,39930,2014-06-28,NA,0,0,0
18929,11258,10024,40211,2014-06-29,"Religious",0,0,0
15686,9540,8223,33449,2014-06-30,NA,0,0,0
16770,11118,9851,37739,2014-07-01,NA,1,1,0
16289,9651,11929,37869,2014-07-02,NA,1,0,1
20128,13209,13691,47028,2014-07-03,NA,1,1,1
16997,11912,9684,38593,2014-07-04,"National",1,0,0
17756,11458,11568,40782,2014-07-05,NA,1,1,1
20262,12870,12358,45490,2014-07-06,NA,1,1,1
17119,11382,9134,37635,2014-07-07,NA,1,1,0
16206,9298,10944,36448,2014-07-08,NA,1,0,1
15257,10827,11130,37214,2014-07-09,NA,1,1,1
16491,9653,9035,35179,2014-07-10,NA,1,0,0
16756,11569,11928,40253,2014-07-11,NA,0,1,1
19613,14084,13999,47696,2014-07-12,NA,0,1,1
19244,13098,11333,43675,2014-07-13,NA,0,1,0
15330,10118,10833,36281,2014-07-14,NA,0,0,1
14994,10154,10667,35815,2014-07-15,NA,0,1,1
14533,9576,8902,33011,2014-07-16,NA,0,0,0
14157,9184,9089,32430,2014-07-17,NA,0,0,0
16302,9925,10222,36449,2014-07-18,NA,0,0,0
18827,12202,11451,42480,2014-07-19,NA,0,0,0
19725,12309,10655,42689,2014-07-20,NA,0,0,0
15208,9775,8468,33451,2014-07-21,NA,0,0,0
13945,9201,8366,31512,2014-07-22,NA,0,0,0
14240,8882,7817,30939,2014-07-23,NA,0,0,0
14214,8473,7838,30525,2014-07-24,NA,0,0,0
15269,9807,8772,33848,2014-07-25,NA,0,0,0
17776,10663,10569,39008,2014-07-26,NA,0,0,0
20037,12348,9829,42214,2014-07-27,NA,0,0,0
15315,9558,7759,32632,2014-07-28,NA,0,0,0
14014,8732,7959,30705,2014-07-29,"Religious",0,0,0
13916,8857,7561,30334,2014-07-30,NA,0,0,0
14501,8927,8412,31840,2014-07-31,NA,0,0,0
18047,12993,12089,43129,2014-08-01,NA,1,1,0
19978,12610,14423,47011,2014-08-02,NA,1,0,1
21352,12974,13246,47572,2014-08-03,NA,1,1,1
16516,10139,9144,35799,2014-08-04,NA,1,0,0
15724,10208,10306,36238,2014-08-05,NA,1,1,1
15077,9353,10117,34547,2014-08-06,NA,1,1,1
15574,10175,8828,34577,2014-08-07,NA,1,1,0
16822,11208,10950,38980,2014-08-08,NA,1,0,1
20235,12170,12853,45258,2014-08-09,NA,1,1,1
20759,11607,10883,43249,2014-08-10,NA,1,0,0
15419,10381,10322,36122,2014-08-11,NA,0,1,1
15041,10035,11596,36672,2014-08-12,NA,0,1,1
14576,10380,9463,34419,2014-08-13,NA,0,1,0
14444,9619,10473,34536,2014-08-14,NA,0,0,1
15332,11024,11902,38258,2014-08-15,NA,0,1,1
19421,12542,12592,44555,2014-08-16,NA,0,0,0
21639,13221,11813,46673,2014-08-17,NA,0,0,0
16581,9851,8947,35379,2014-08-18,NA,0,0,0
14344,9200,8415,31959,2014-08-19,NA,0,0,0
13973,8931,8943,31847,2014-08-20,NA,0,0,0
14062,9691,8646,32399,2014-08-21,NA,0,0,0
16320,10897,9899,37116,2014-08-22,NA,0,0,0
20126,13257,11290,44673,2014-08-23,NA,0,0,0
21876,14391,11176,47443,2014-08-24,NA,0,0,0
15022,10727,8918,34667,2014-08-25,NA,0,0,0
13881,9367,8154,31402,2014-08-26,NA,0,0,0
13182,8281,8043,29506,2014-08-27,NA,0,0,0
13328,8527,8121,29976,2014-08-28,NA,0,0,0
15871,9444,12378,37693,2014-08-29,NA,0,0,0
18717,12075,12445,43237,2014-08-30,NA,0,0,0
17656,10625,10929,39210,2014-08-31,NA,0,0,0
19179,12686,11391,43256,2014-09-01,"National",1,1,0
15047,8789,10463,34299,2014-09-02,NA,1,0,1
15352,10162,11883,37397,2014-09-03,NA,1,1,1
14157,8325,9001,31483,2014-09-04,NA,1,0,0
15262,9556,11148,35966,2014-09-05,NA,1,1,1
19408,12703,13906,46017,2014-09-06,NA,1,1,1
21338,12606,12009,45953,2014-09-07,NA,1,1,0
15427,10232,9921,35580,2014-09-08,NA,1,0,1
14425,9441,10301,34167,2014-09-09,NA,1,1,1
14479,8743,8570,31792,2014-09-10,NA,1,0,0
14355,10001,10124,34480,2014-09-11,NA,0,1,1
16653,10153,11553,38359,2014-09-12,NA,0,1,1
20184,13984,13411,47579,2014-09-13,NA,0,1,0
20240,12757,12750,45747,2014-09-14,NA,0,0,1
15711,10331,10517,36559,2014-09-15,NA,0,1,1
14076,8613,8348,31037,2014-09-16,NA,0,0,0
13966,8166,7699,29831,2014-09-17,NA,0,0,0
13430,7307,8124,28861,2014-09-18,NA,0,0,0
15605,10025,9202,34832,2014-09-19,NA,0,0,0
19738,11877,11417,43032,2014-09-20,NA,0,0,0
20735,12979,10688,44402,2014-09-21,NA,0,0,0
14751,9006,7753,31510,2014-09-22,NA,0,0,0
13968,8261,7181,29410,2014-09-23,NA,0,0,0
13356,8051,7594,29001,2014-09-24,NA,0,0,0
13472,8108,7931,29511,2014-09-25,NA,0,0,0
14940,8899,9288,33127,2014-09-26,NA,0,0,0
18447,11013,11379,40839,2014-09-27,NA,0,0,0
19691,12187,11046,42924,2014-09-28,NA,0,0,0
14958,8749,7766,31473,2014-09-29,NA,0,0,0
13841,7910,8239,29990,2014-09-30,NA,0,0,0
14894,10034,9674,34602,2014-10-01,NA,1,1,0
14865,9135,10249,34249,2014-10-02,NA,1,0,1
17105,11644,13087,41836,2014-10-03,NA,1,1,1
21225,12396,13578,47199,2014-10-04,"Religious",1,0,0
21661,13206,13494,48361,2014-10-05,NA,1,1,1
17144,9870,10705,37719,2014-10-06,NA,1,1,1
14492,10014,8645,33151,2014-10-07,NA,1,1,0
14381,8733,10071,33185,2014-10-08,NA,1,0,1
14092,9361,10285,33738,2014-10-09,NA,1,1,1
15377,9333,10291,35001,2014-10-10,NA,1,0,0
18742,12354,13465,44561,2014-10-11,NA,0,1,1
19652,13039,14044,46735,2014-10-12,NA,0,1,1
15008,10122,8427,33557,2014-10-13,"National",0,1,0
13134,8739,10578,32451,2014-10-14,NA,0,0,1
13265,9757,11171,34193,2014-10-15,NA,0,1,1
12232,8333,9371,29936,2014-10-16,NA,0,0,0
14735,9032,9663,33430,2014-10-17,NA,0,0,0
19310,11852,12593,43755,2014-10-18,NA,0,0,0
20322,12096,11038,43456,2014-10-19,NA,0,0,0
14931,9309,7993,32233,2014-10-20,NA,0,0,0
13419,7966,7982,29367,2014-10-21,NA,0,0,0
12215,8015,7696,27926,2014-10-22,NA,0,0,0
12800,7845,7861,28506,2014-10-23,NA,0,0,0
13962,8842,9986,32790,2014-10-24,NA,0,0,0
18415,10461,11877,40753,2014-10-25,NA,0,0,0
18317,11841,10039,40197,2014-10-26,NA,0,0,0
14486,8899,7818,31203,2014-10-27,NA,0,0,0
12591,8105,7644,28340,2014-10-28,NA,0,0,0
12545,7721,7297,27563,2014-10-29,NA,0,0,0
13818,8659,7758,30235,2014-10-30,NA,0,0,0
13024,9411,10415,32850,2014-10-31,"Cultural",0,0,0
20253,11685,12311,44249,2014-11-01,NA,1,1,0
21092,11490,13490,46072,2014-11-02,NA,1,0,1
16462,10265,11837,38564,2014-11-03,NA,1,1,1
14001,8524,9427,31952,2014-11-04,NA,1,0,0
13264,7946,9622,30832,2014-11-05,NA,1,1,1
13878,9085,10260,33223,2014-11-06,NA,1,1,1
15019,9969,9775,34763,2014-11-07,NA,1,1,0
19284,11053,13933,44270,2014-11-08,NA,1,0,1
20404,13193,13818,47415,2014-11-09,NA,1,1,1
16116,9609,8724,34449,2014-11-10,NA,1,0,0
14501,8797,9290,32588,2014-11-11,"National",0,1,1
11966,8281,10243,30490,2014-11-12,NA,0,1,1
11992,8476,8243,28711,2014-11-13,NA,0,1,0
13994,9195,11550,34739,2014-11-14,NA,0,0,1
17879,11929,14575,44383,2014-11-15,NA,0,1,1
19201,12187,12128,43516,2014-11-16,NA,0,0,0
14039,9076,8696,31811,2014-11-17,NA,0,0,0
12619,7963,7432,28014,2014-11-18,NA,0,0,0
11988,8025,8034,28047,2014-11-19,NA,0,0,0
11993,8283,7971,28247,2014-11-20,NA,0,0,0
14421,8398,10044,32863,2014-11-21,NA,0,0,0
19145,11482,11775,42402,2014-11-22,NA,0,0,0
18717,11606,10307,40630,2014-11-23,NA,0,0,0
14628,9462,7508,31598,2014-11-24,NA,0,0,0
14751,8894,8243,31888,2014-11-25,NA,0,0,0
15812,10727,10364,36903,2014-11-26,NA,0,0,0
8930,7672,5242,21844,2014-11-27,"National",0,0,0
11524,7587,7243,26354,2014-11-28,NA,0,0,0
15234,9176,10046,34456,2014-11-29,NA,0,0,0
16322,10206,9277,35805,2014-11-30,NA,0,0,0
15515,9557,9233,34305,2014-12-01,NA,1,1,0
12665,8227,9677,30569,2014-12-02,NA,1,0,1
12590,9036,10979,32605,2014-12-03,NA,1,1,1
14778,7583,9155,31516,2014-12-04,NA,1,0,0
15097,9677,12189,36963,2014-12-05,NA,1,1,1
19085,11579,13151,43815,2014-12-06,NA,1,1,1
18773,12409,11345,42527,2014-12-07,NA,1,1,0
14487,9013,9614,33114,2014-12-08,NA,1,0,1
14319,8872,9476,32667,2014-12-09,NA,1,1,1
15526,7899,8473,31898,2014-12-10,NA,1,0,0
8585,8161,9369,26115,2014-12-11,NA,0,1,1
13448,9314,10740,33502,2014-12-12,NA,0,1,1
17179,11203,11654,40036,2014-12-13,NA,0,1,0
17834,12014,12158,42006,2014-12-14,NA,0,0,1
12986,10762,10379,34127,2014-12-15,NA,0,1,1
12272,9121,8543,29936,2014-12-16,NA,0,0,0
12716,9384,8052,30152,2014-12-17,NA,0,0,0
13501,10029,8837,32367,2014-12-18,NA,0,0,0
12432,8226,9176,29834,2014-12-19,NA,0,0,0
16757,10739,10925,38421,2014-12-20,NA,0,0,0
17815,10749,9924,38488,2014-12-21,NA,0,0,0
15575,9510,8651,33736,2014-12-22,NA,0,0,0
15172,9724,9966,34862,2014-12-23,NA,0,0,0
11485,9084,9048,29617,2014-12-24,"Religious",0,0,0
6,13,1,20,2014-12-25,"National",0,0,0
13329,10507,9073,32909,2014-12-26,NA,0,0,0
14550,9037,9007,32594,2014-12-27,NA,0,0,0
15122,8475,8297,31894,2014-12-28,NA,0,0,0
13406,9043,7541,29990,2014-12-29,NA,0,0,0
12385,8981,8051,29417,2014-12-30,NA,0,0,0
13248,9329,10873,33450,2014-12-31,NA,0,0,0
